,index,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg__estimator,param_reg__estimator__max_depth,param_reg__estimator__n_estimators,param_reg__estimator__learning_rate,param_reg__estimator__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,model
196,196,1.282631015777588,0.014072340012154953,0.027881145477294922,0.0013114166296522226,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.07,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.7999999999999999}",-0.13950409806731673,-0.13386835102210143,-0.11845978152720209,-0.1326966741127138,-0.1051479725116135,0.1259353754481895,0.012496064339791701,21,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
197,197,1.31668062210083,0.04033211939851423,0.028577375411987304,0.0027939841808851664,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.07,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.8999999999999999}",-0.13545970989263856,-0.14017826526706512,-0.11666120136654252,-0.13819758869921167,-0.10816558909717637,0.12773247086452683,0.012880703264931886,54,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
198,198,1.3905488014221192,0.013674684418090673,0.029751968383789063,0.000880376961891194,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.07,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.5}",-0.14154347092730094,-0.1378181806462639,-0.11588888152777888,-0.13622780788686534,-0.10862735951986316,0.12802114010161444,0.013187078932696284,62,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
199,199,1.4793667793273926,0.020564566206531007,0.030242156982421876,0.0037473557328547226,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.07,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.6}",-0.1419364343183775,-0.1393606966614419,-0.11261273626516467,-0.13068519721786656,-0.10705402057077383,0.1263298170067249,0.014085838970983608,27,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
200,200,1.5130749702453614,0.01597751330012226,0.027268409729003906,0.0004383230227765693,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.07,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.7}",-0.13945911030775687,-0.13836765405527535,-0.11184257046705041,-0.13425412232722544,-0.10553373483478898,0.12589143839841943,0.0142932077938202,19,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
201,201,1.5348237991333007,0.02216077772825343,0.02735443115234375,0.0011826880193067009,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.07,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.7999999999999999}",-0.13601299452346416,-0.13979886878602985,-0.11333795347668373,-0.13345541511451534,-0.10697958093722892,0.1259169625675844,0.01317817393296109,20,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
202,202,1.5751444339752196,0.019511601265368456,0.027331781387329102,0.002179353140686532,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.07,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.8999999999999999}",-0.14078431251630452,-0.1349244633402299,-0.11435736137250128,-0.13680298481791303,-0.10407244194423021,0.1261883127982358,0.014360487118595304,25,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
203,203,1.6413814544677734,0.011791942383618609,0.028827571868896486,0.0014204437476675123,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.07,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.5}",-0.14820750558384127,-0.13638274012364293,-0.11587176356644982,-0.1368582518691424,-0.1022397431827318,0.12791200086516166,0.01653921685642775,59,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
204,204,1.7384531021118164,0.015388707073614302,0.028306007385253906,0.0010470487997369224,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.07,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.6}",-0.14064510579315384,-0.14069743844688284,-0.11613192914626078,-0.12890054821595934,-0.10735495981809826,0.12674599628407102,0.013275095434877992,33,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
205,205,1.7963201999664307,0.012829198479730115,0.02804908752441406,0.0010853980568170908,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.07,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.7}",-0.13668529804364463,-0.13730810982781078,-0.11514922683525483,-0.13138719984057873,-0.10311033075779172,0.12472803306101617,0.013451078775345772,3,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
206,206,1.845963191986084,0.017579818219016576,0.028650617599487303,0.000587054182101803,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.07,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.7999999999999999}",-0.1422030508381619,-0.13829819181483283,-0.11579315788534297,-0.13314869567216,-0.10523793930680812,0.12693620710346115,0.014112041664267458,41,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
207,207,1.8659828186035157,0.01428325489616481,0.02839975357055664,0.0007029233051974861,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.07,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.8999999999999999}",-0.13532553286500518,-0.13574561753722184,-0.11828637624153118,-0.13480467221890505,-0.1028802351421257,0.12540848680095779,0.013051735183705377,11,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
208,208,1.909694004058838,0.018318086255001136,0.02963533401489258,0.0006888793761548144,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,350,0.07,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 350, 'reg__estimator__subsample': 0.5}",-0.13946249489900375,-0.1341712351299703,-0.11465687903934116,-0.13112776640596385,-0.10513580364180097,0.12491083582321602,0.012902337234398814,6,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
209,209,2.1060031414031983,0.03982311149274147,0.030779266357421876,0.0026571760571231073,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,350,0.07,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 350, 'reg__estimator__subsample': 0.6}",-0.14255300968252307,-0.1296043554525117,-0.11044340609530538,-0.13150645994575055,-0.10601547602374341,0.12402454143996682,0.01370540943403752,1,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
210,210,2.142973232269287,0.029631114617378804,0.03142461776733398,0.002104365829941253,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,350,0.07,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 350, 'reg__estimator__subsample': 0.7}",-0.1432590713909284,-0.13841164828627095,-0.1228539041264918,-0.13238441169248444,-0.10597917859994971,0.12857764281922507,0.013192386193398766,65,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
211,211,2.3359513759613035,0.11919008099336491,0.030991363525390624,0.0016195991464956032,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,350,0.07,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 350, 'reg__estimator__subsample': 0.7999999999999999}",-0.1354434975606776,-0.13559039878959062,-0.117327041866578,-0.13574804308742006,-0.09809472290417533,0.12444074084168832,0.014952912666909126,2,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
212,212,2.5603371143341063,0.09753365362629873,0.0345862865447998,0.0077056446620077925,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,350,0.07,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 350, 'reg__estimator__subsample': 0.8999999999999999}",-0.13519843760181907,-0.1326901890242153,-0.11703909199607754,-0.1339217990794184,-0.10971610945090775,0.1257131254304876,0.010365097806826302,15,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
213,213,0.3824756145477295,0.010203267938361491,0.028484153747558593,0.003994799515462623,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,50,0.1,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 50, 'reg__estimator__subsample': 0.5}",-0.1532519706677554,-0.15192353752035925,-0.12805477824896921,-0.14380415938262392,-0.11404747055652119,0.13821638327524582,0.015050400435062776,111,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
214,214,0.5308175086975098,0.02852608887313763,0.03759303092956543,0.005431175061544896,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,50,0.1,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 50, 'reg__estimator__subsample': 0.6}",-0.15073210146091873,-0.15593679352352421,-0.12906056740174232,-0.14776395141355397,-0.10884332110355868,0.13846734698065957,0.017367227931769837,113,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
215,215,0.5813433647155761,0.02274633744954509,0.04003162384033203,0.006260154422985245,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,50,0.1,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 50, 'reg__estimator__subsample': 0.7}",-0.1457918543834937,-0.15494763366959108,-0.12496299810302816,-0.14864677980658875,-0.11031143411845062,0.13693214001623044,0.016686567509803085,109,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
216,216,0.5786782264709472,0.018004279552247888,0.04358153343200684,0.011517145094419591,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,50,0.1,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 50, 'reg__estimator__subsample': 0.7999999999999999}",-0.1481071853531075,-0.15836983834813573,-0.1287669807470294,-0.14700867757206212,-0.11517388541456489,0.13948531348697993,0.015449861827917707,116,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
217,217,0.5613899230957031,0.06652182378367161,0.03239340782165527,0.005038220660214339,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,50,0.1,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 50, 'reg__estimator__subsample': 0.8999999999999999}",-0.1492829734731297,-0.15586941989337844,-0.13212504432015634,-0.15447779683865842,-0.11029598632688346,0.1404102441704413,0.01726916639222602,120,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
218,218,0.760063362121582,0.07276319730883755,0.03998985290527344,0.004323153439089178,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,100,0.1,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 100, 'reg__estimator__subsample': 0.5}",-0.14923935127139212,-0.1427663703746124,-0.12389803392167087,-0.14060062708207552,-0.11238866940796698,0.13377861041154357,0.013575784444744707,103,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
219,219,0.9427688121795654,0.035970995177900554,0.043119192123413086,0.005378516923302526,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,100,0.1,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 100, 'reg__estimator__subsample': 0.6}",-0.13704177934683776,-0.15034913161286895,-0.11914106296870394,-0.13731491678007104,-0.10979697308242589,0.1307287727581815,0.014426399985327713,89,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
220,220,0.8316863536834717,0.10651373143649713,0.031613397598266604,0.0031726925479306865,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,100,0.1,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 100, 'reg__estimator__subsample': 0.7}",-0.14369285922183106,-0.14241344747737356,-0.12057442435793893,-0.1330628924726153,-0.1077579700595214,0.12950031871785603,0.013662140003527527,77,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
221,221,0.8787480354309082,0.03531478616966257,0.034272384643554685,0.005864040037988907,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,100,0.1,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 100, 'reg__estimator__subsample': 0.7999999999999999}",-0.14127802101699255,-0.14481704035538084,-0.11903602820015609,-0.13666562167762328,-0.11013330549437071,0.13038600334890468,0.013455988931199793,86,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
222,222,0.788517951965332,0.020080108584933323,0.02818264961242676,0.0010359677734302962,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,100,0.1,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 100, 'reg__estimator__subsample': 0.8999999999999999}",-0.1371648617141561,-0.1392572108936294,-0.11676468206981619,-0.1431175409506626,-0.11313899587521502,0.12988865830069585,0.012397630365868008,81,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
223,223,0.9819325923919677,0.06321460065496354,0.04186172485351562,0.02256510206400881,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.1,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.5}",-0.14281885070157313,-0.14768768815091524,-0.12082838954647346,-0.13317587641278708,-0.11153304462827787,0.13120876988800534,0.013454402195744099,93,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
224,224,1.3471374988555909,0.1684701821942325,0.041258049011230466,0.02514681386455086,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.1,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.6}",-0.14051744420153012,-0.14501021939870287,-0.12073402529794933,-0.13780181701607702,-0.10669843703866803,0.13015238859058548,0.014321289605961483,84,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
225,225,0.9672095775604248,0.017602041876866023,0.027299833297729493,0.0010998879467741948,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.1,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.7}",-0.14130239103738731,-0.14439439167672946,-0.11783833299035118,-0.1365821237913854,-0.106178182035147,0.1292590843062001,0.014770966683245963,75,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
226,226,1.7416208744049073,0.5576139562584553,0.06788153648376465,0.029364123288976248,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.1,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.7999999999999999}",-0.13907442149271404,-0.14169093994387735,-0.11567210189912083,-0.13300668117023348,-0.10478818006854097,0.12684646491489732,0.014277702507328259,37,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
227,227,1.992001724243164,0.16648383442087322,0.07309522628784179,0.036387736552016915,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.1,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.8999999999999999}",-0.13987695124364438,-0.13618078278121595,-0.11801597347856033,-0.13558976248544813,-0.10077269496264911,0.12608723299030355,0.014753340024236615,23,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
228,228,1.8724167823791504,0.4298940364655043,0.02987051010131836,0.00382566683223673,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.1,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.5}",-0.1435641707314216,-0.14291375014868887,-0.11807609681042049,-0.13112302822259841,-0.10363007510024533,0.12786142420267493,0.015275455719626255,56,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
229,229,1.253813123703003,0.012870166694608508,0.02909574508666992,0.0031956707183599313,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.1,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.6}",-0.1406039663668703,-0.14127636889880374,-0.11572817224595194,-0.1354236945630163,-0.10642519930470255,0.12789148027586897,0.014186219222142896,58,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
230,230,1.2429460525512694,0.025488330636453924,0.02694077491760254,0.0003228638799168969,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.1,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.7}",-0.1463731437995871,-0.13772072204807653,-0.11960625887470501,-0.13344627350055005,-0.10888330225953008,0.12920594009648972,0.013344349442789697,73,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
231,231,1.3742011547088624,0.1375820633032562,0.0335289478302002,0.010847824908311873,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.1,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.7999999999999999}",-0.1429869208083617,-0.1414219062424172,-0.1198365841888805,-0.13148795545794856,-0.11040849566495049,0.12922837247251168,0.012533787006265545,74,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
232,232,2.066966104507446,0.19548953758076815,0.06684284210205078,0.035756578246144345,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.1,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.8999999999999999}",-0.1413907064884775,-0.1384001411397359,-0.11376817557970119,-0.13620370101711057,-0.10519942080046116,0.12699242900509727,0.014643154769249229,42,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
233,233,1.756629753112793,0.27088195449916286,0.03141183853149414,0.004354851141033394,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.1,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.5}",-0.1380165557116024,-0.1383765429446907,-0.12326498412856317,-0.13000166546796432,-0.10930658510598949,0.12779326667176202,0.010804268960088292,55,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
234,234,1.5049633502960205,0.03923478372373036,0.030050945281982423,0.0042388996148179595,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.1,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.6}",-0.13443938196116706,-0.1397521812368521,-0.12496817157229283,-0.12669781110651981,-0.09983448809706594,0.12513840679477956,0.01373185760040119,9,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
235,235,1.5367118835449218,0.0471213420132247,0.029984807968139647,0.004477355862767394,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.1,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.7}",-0.1489990718812616,-0.13706031993765544,-0.11082142207056973,-0.13113471450281855,-0.11196554386418701,0.12799621445129847,0.01473149078578386,60,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
236,236,1.8640755653381347,0.08260711343032602,0.03877582550048828,0.008118484281075184,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.1,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.7999999999999999}",-0.1360793256605134,-0.13376649294260312,-0.11921318271001108,-0.12813312367186236,-0.10646889336773033,0.12473220367054408,0.01082543220884523,4,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
237,237,1.6799072742462158,0.10715633867181142,0.0269167423248291,0.0005016097545819578,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.1,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.8999999999999999}",-0.1367436296143728,-0.13845620358527594,-0.11466198215715816,-0.13267443992676678,-0.10626819422210866,0.12576088990113649,0.012905345195296571,17,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
238,238,1.6932652473449707,0.045099495854259944,0.03165168762207031,0.0038977579701681415,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.1,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.5}",-0.14042347477573755,-0.13715473958720262,-0.11850054563913777,-0.12908721020582178,-0.10232578273777751,0.12549835058913544,0.013837975464294175,13,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
239,239,1.832474422454834,0.03929175297622018,0.028972959518432616,0.0007526010854043274,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.1,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.1, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.6}",-0.14139392989252508,-0.1416065881459723,-0.1251592729820372,-0.12827378066831857,-0.11207350158698681,0.129701414655168,0.011062193067746822,79,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
